REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,10-01-2020 17:00,5370.09,59.12,TRADE
VIC1,10-01-2020 17:30,5200.15,60.52,TRADE
VIC1,10-01-2020 18:00,5053.21,66.02,TRADE
VIC1,10-01-2020 18:30,4865.56,64.31,TRADE
VIC1,10-01-2020 19:00,4735.75,65.93,TRADE
VIC1,10-01-2020 19:30,4609.13,59.65,TRADE
VIC1,10-01-2020 20:00,4539.84,57.9,TRADE
VIC1,10-01-2020 20:30,4563.61,64.59,TRADE
VIC1,10-01-2020 21:00,4436.88,51.69,TRADE
VIC1,10-01-2020 21:30,4337.9,51.42,TRADE
VIC1,10-01-2020 22:00,4171.78,41.82,TRADE
VIC1,10-01-2020 22:30,4091.78,49.81,TRADE
VIC1,10-01-2020 23:00,4056.93,44.65,TRADE
VIC1,10-01-2020 23:30,4207.64,49.1,TRADE
VIC1,11-01-2020 00:00,4206.64,50.64,TRADE
VIC1,11-01-2020 00:30,4015.08,48.45,TRADE
VIC1,11-01-2020 01:00,3874.3,52.02,TRADE
VIC1,11-01-2020 01:30,3784.6,41.09,TRADE
VIC1,11-01-2020 02:00,3671.56,22.33,TRADE
VIC1,11-01-2020 02:30,3535.4,8.85,TRADE
VIC1,11-01-2020 03:00,3463.53,-7.77,TRADE
VIC1,11-01-2020 03:30,3477.29,27.89,TRADE
VIC1,11-01-2020 04:00,3481.63,31.13,TRADE
VIC1,11-01-2020 04:30,3504.11,33.96,TRADE
VIC1,11-01-2020 05:00,3587.52,43.11,TRADE
VIC1,11-01-2020 05:30,3680.02,50.55,TRADE
VIC1,11-01-2020 06:00,3714.11,52.26,TRADE
VIC1,11-01-2020 06:30,3807.46,48.2,TRADE
VIC1,11-01-2020 07:00,3896.49,47.62,TRADE
VIC1,11-01-2020 07:30,3926.01,43.63,TRADE
VIC1,11-01-2020 08:00,3960.12,-11.97,TRADE
VIC1,11-01-2020 08:30,3986.95,4.48,TRADE
VIC1,11-01-2020 09:00,3980.52,2.98,TRADE
VIC1,11-01-2020 09:30,3982.72,8.96,TRADE
VIC1,11-01-2020 10:00,3896.88,10.48,TRADE
VIC1,11-01-2020 10:30,3805.59,7.72,TRADE
VIC1,11-01-2020 11:00,3719.81,7.47,TRADE
VIC1,11-01-2020 11:30,3664.57,9.56,TRADE
VIC1,11-01-2020 12:00,3598.1,8.09,TRADE
VIC1,11-01-2020 12:30,3481.74,3.52,TRADE
VIC1,11-01-2020 13:00,3391.32,2.98,TRADE
VIC1,11-01-2020 13:30,3280.92,-3.49,TRADE
VIC1,11-01-2020 14:00,3251.22,-60.2,TRADE
VIC1,11-01-2020 14:30,3329.09,-38.63,TRADE
VIC1,11-01-2020 15:00,3388.08,-49.33,TRADE
VIC1,11-01-2020 15:30,3392.82,-35.58,TRADE
VIC1,11-01-2020 16:00,3497.36,-39.75,TRADE
VIC1,11-01-2020 16:30,3661.14,-35.26,TRADE
VIC1,11-01-2020 17:00,3874.17,22.92,TRADE
VIC1,11-01-2020 17:30,4075.05,37.15,TRADE
VIC1,11-01-2020 18:00,4164.74,39.54,TRADE
VIC1,11-01-2020 18:30,4193.96,42.07,TRADE
VIC1,11-01-2020 19:00,4293.2,47.73,TRADE
VIC1,11-01-2020 19:30,4333.34,50.62,TRADE
VIC1,11-01-2020 20:00,4338.4,48.12,TRADE
VIC1,11-01-2020 20:30,4364.68,48.08,TRADE
VIC1,11-01-2020 21:00,4341.08,48.41,TRADE
VIC1,11-01-2020 21:30,4256.51,47.61,TRADE
VIC1,11-01-2020 22:00,4149.9,46.16,TRADE
VIC1,11-01-2020 22:30,4094.51,47.96,TRADE
VIC1,11-01-2020 23:00,4095.76,43.98,TRADE
VIC1,11-01-2020 23:30,4303.21,51.33,TRADE
VIC1,12-01-2020 00:00,4324.21,79.6,TRADE
VIC1,12-01-2020 00:30,4113.84,47.57,TRADE
VIC1,12-01-2020 01:00,3947.78,49.82,TRADE
VIC1,12-01-2020 01:30,3812.85,42.34,TRADE
VIC1,12-01-2020 02:00,3698.31,39.87,TRADE
VIC1,12-01-2020 02:30,3617.73,41.2,TRADE
VIC1,12-01-2020 03:00,3568.36,42.5,TRADE
VIC1,12-01-2020 03:30,3527.75,41.35,TRADE
VIC1,12-01-2020 04:00,3513.15,39.03,TRADE
VIC1,12-01-2020 04:30,3559.04,43.04,TRADE
VIC1,12-01-2020 05:00,3602.32,43.99,TRADE
VIC1,12-01-2020 05:30,3632.74,43.75,TRADE
VIC1,12-01-2020 06:00,3630.56,44.06,TRADE
VIC1,12-01-2020 06:30,3679.9,41.3,TRADE
VIC1,12-01-2020 07:00,3733.92,39.73,TRADE
VIC1,12-01-2020 07:30,3669.18,37.15,TRADE
VIC1,12-01-2020 08:00,3654.47,36.36,TRADE
VIC1,12-01-2020 08:30,3657.59,33.49,TRADE
VIC1,12-01-2020 09:00,3714.99,35.06,TRADE
VIC1,12-01-2020 09:30,3757.71,46.46,TRADE
VIC1,12-01-2020 10:00,3721.58,38.87,TRADE
VIC1,12-01-2020 10:30,3666.55,30.31,TRADE
VIC1,12-01-2020 11:00,3560.15,32.31,TRADE
VIC1,12-01-2020 11:30,3515.32,34,TRADE
VIC1,12-01-2020 12:00,3522.85,30.76,TRADE
VIC1,12-01-2020 12:30,3425.97,33.04,TRADE
VIC1,12-01-2020 13:00,3327.16,29.65,TRADE
VIC1,12-01-2020 13:30,3239.44,32.57,TRADE
VIC1,12-01-2020 14:00,3252.11,33.12,TRADE
VIC1,12-01-2020 14:30,3300.97,41.93,TRADE
VIC1,12-01-2020 15:00,3335.54,31.81,TRADE
VIC1,12-01-2020 15:30,3439.34,34.48,TRADE
VIC1,12-01-2020 16:00,3608.42,36.45,TRADE
VIC1,12-01-2020 16:30,3779.75,40.49,TRADE
VIC1,12-01-2020 17:00,4024.26,57.65,TRADE
VIC1,12-01-2020 17:30,4213.73,70,TRADE
VIC1,12-01-2020 18:00,4368.47,61.44,TRADE
VIC1,12-01-2020 18:30,4455.89,66.06,TRADE
VIC1,12-01-2020 19:00,4503.16,67.57,TRADE
VIC1,12-01-2020 19:30,4484.31,68.59,TRADE
VIC1,12-01-2020 20:00,4494.17,66.19,TRADE
VIC1,12-01-2020 20:30,4541.26,52.48,TRADE
VIC1,12-01-2020 21:00,4469.64,49.74,TRADE
VIC1,12-01-2020 21:30,4327.43,50.45,TRADE
VIC1,12-01-2020 22:00,4210.92,47.72,TRADE
VIC1,12-01-2020 22:30,4086.62,49.94,TRADE
VIC1,12-01-2020 23:00,4054.18,43.56,TRADE
VIC1,12-01-2020 23:30,4249.6,44.58,TRADE
VIC1,13-01-2020 00:00,4232.26,49.4,TRADE
VIC1,13-01-2020 00:30,4063.34,40.26,TRADE
VIC1,13-01-2020 01:00,3966,36.31,TRADE
VIC1,13-01-2020 01:30,3879.71,28.15,TRADE
VIC1,13-01-2020 02:00,3787.56,5.22,TRADE
VIC1,13-01-2020 02:30,3746.23,20.52,TRADE
VIC1,13-01-2020 03:00,3729.03,33.31,TRADE
VIC1,13-01-2020 03:30,3726.77,37.31,TRADE
VIC1,13-01-2020 04:00,3741.37,40.94,TRADE
VIC1,13-01-2020 04:30,3819.15,43.55,TRADE
VIC1,13-01-2020 05:00,3952.33,48,TRADE
VIC1,13-01-2020 05:30,4216.2,66.16,TRADE
VIC1,13-01-2020 06:00,4385.7,87.89,TRADE
VIC1,13-01-2020 06:30,4620.19,84.41,TRADE
VIC1,13-01-2020 07:00,4741.92,89.6,TRADE
VIC1,13-01-2020 07:30,4711.8,61.18,TRADE
VIC1,13-01-2020 08:00,4739.74,66.76,TRADE
VIC1,13-01-2020 08:30,4723.26,64.94,TRADE
VIC1,13-01-2020 09:00,4634.96,68.21,TRADE
VIC1,13-01-2020 09:30,4622.02,59.19,TRADE
VIC1,13-01-2020 10:00,4618.45,62.85,TRADE
VIC1,13-01-2020 10:30,4619.23,59.11,TRADE
VIC1,13-01-2020 11:00,4640.11,63.39,TRADE
VIC1,13-01-2020 11:30,4701.41,62.59,TRADE
VIC1,13-01-2020 12:00,4750.87,73.02,TRADE
VIC1,13-01-2020 12:30,4798.63,75.07,TRADE
VIC1,13-01-2020 13:00,4904.18,89.74,TRADE
VIC1,13-01-2020 13:30,5026.47,77.02,TRADE
VIC1,13-01-2020 14:00,5200.52,86.22,TRADE
VIC1,13-01-2020 14:30,5385.85,70.35,TRADE
VIC1,13-01-2020 15:00,5608.45,83.76,TRADE
VIC1,13-01-2020 15:30,5878.12,82.19,TRADE
VIC1,13-01-2020 16:00,6128.96,89.3,TRADE
VIC1,13-01-2020 16:30,6322.83,76.95,TRADE
VIC1,13-01-2020 17:00,6556.88,91.48,TRADE
VIC1,13-01-2020 17:30,6642.66,88.75,TRADE
VIC1,13-01-2020 18:00,6698.11,95.56,TRADE
VIC1,13-01-2020 18:30,6664.28,100.91,TRADE
VIC1,13-01-2020 19:00,6537.35,217.69,TRADE
VIC1,13-01-2020 19:30,6285.74,103.78,TRADE
VIC1,13-01-2020 20:00,6065.56,68.82,TRADE
VIC1,13-01-2020 20:30,5955.68,70.03,TRADE
VIC1,13-01-2020 21:00,5735.36,66.47,TRADE
VIC1,13-01-2020 21:30,5443.43,96.53,TRADE
VIC1,13-01-2020 22:00,5197.75,93.46,TRADE
VIC1,13-01-2020 22:30,5020.27,104.74,TRADE
VIC1,13-01-2020 23:00,4876.55,85.55,TRADE
VIC1,13-01-2020 23:30,5004.65,138.36,TRADE
VIC1,14-01-2020 00:00,4917.85,101.87,TRADE
VIC1,14-01-2020 00:30,4681.3,75.76,TRADE
VIC1,14-01-2020 01:00,4530.83,84.39,TRADE
VIC1,14-01-2020 01:30,4430.86,76.09,TRADE
VIC1,14-01-2020 02:00,4312.69,68.48,TRADE
VIC1,14-01-2020 02:30,4231.55,63.03,TRADE
VIC1,14-01-2020 03:00,4180.64,64.31,TRADE
VIC1,14-01-2020 03:30,4170.29,63.84,TRADE
VIC1,14-01-2020 04:00,4210.08,57.61,TRADE
VIC1,14-01-2020 04:30,4327.83,63.61,TRADE
VIC1,14-01-2020 05:00,4454.24,70.11,TRADE
VIC1,14-01-2020 05:30,4687.37,97.46,TRADE
VIC1,14-01-2020 06:00,4844.77,105.88,TRADE
VIC1,14-01-2020 06:30,5066.22,109.62,TRADE
VIC1,14-01-2020 07:00,5220.68,125.42,TRADE
VIC1,14-01-2020 07:30,5210.84,85.1,TRADE
VIC1,14-01-2020 08:00,5254.33,130.39,TRADE
VIC1,14-01-2020 08:30,5283.82,111.54,TRADE
VIC1,14-01-2020 09:00,5233.69,88.52,TRADE
VIC1,14-01-2020 09:30,5253.87,79.48,TRADE
VIC1,14-01-2020 10:00,5315.72,72.96,TRADE
VIC1,14-01-2020 10:30,5365.35,64.15,TRADE
VIC1,14-01-2020 11:00,5491.82,70.13,TRADE
VIC1,14-01-2020 11:30,5597.51,80.03,TRADE
VIC1,14-01-2020 12:00,5699.47,92.05,TRADE
VIC1,14-01-2020 12:30,5865.7,127.99,TRADE
VIC1,14-01-2020 13:00,5993.66,117.97,TRADE
VIC1,14-01-2020 13:30,6188.74,94.64,TRADE
VIC1,14-01-2020 14:00,6345.48,92.9,TRADE
VIC1,14-01-2020 14:30,6579.19,97.6,TRADE
VIC1,14-01-2020 15:00,6847.74,94.36,TRADE
VIC1,14-01-2020 15:30,7096.19,88.55,TRADE
VIC1,14-01-2020 16:00,7317.53,87.33,TRADE
VIC1,14-01-2020 16:30,7535.84,77.57,TRADE
VIC1,14-01-2020 17:00,7679.16,88.42,TRADE
VIC1,14-01-2020 17:30,7697.6,145.4,TRADE
VIC1,14-01-2020 18:00,7712.25,79.11,TRADE
VIC1,14-01-2020 18:30,7566.14,87.9,TRADE
VIC1,14-01-2020 19:00,7362.56,82.56,TRADE
VIC1,14-01-2020 19:30,7131.69,152.96,TRADE
VIC1,14-01-2020 20:00,6886.82,98.7,TRADE
VIC1,14-01-2020 20:30,6658.61,72.58,TRADE
VIC1,14-01-2020 21:00,6415.98,69.15,TRADE
VIC1,14-01-2020 21:30,6055.36,68.01,TRADE
VIC1,14-01-2020 22:00,5701.79,65.05,TRADE
VIC1,14-01-2020 22:30,5448.46,68.08,TRADE
VIC1,14-01-2020 23:00,5239.2,68.47,TRADE
VIC1,14-01-2020 23:30,5305.9,68.36,TRADE
VIC1,15-01-2020 00:00,5185.46,67.51,TRADE
VIC1,15-01-2020 00:30,4901.06,62.15,TRADE
VIC1,15-01-2020 01:00,4699.03,56.84,TRADE
VIC1,15-01-2020 01:30,4573.98,53.95,TRADE
VIC1,15-01-2020 02:00,4433.7,47.85,TRADE
VIC1,15-01-2020 02:30,4336.38,47.1,TRADE
VIC1,15-01-2020 03:00,4264.55,32.81,TRADE
VIC1,15-01-2020 03:30,4248.92,41.53,TRADE
VIC1,15-01-2020 04:00,4265.18,44.65,TRADE
VIC1,15-01-2020 04:30,4341.48,46.83,TRADE
VIC1,15-01-2020 05:00,4509.62,50.8,TRADE
VIC1,15-01-2020 05:30,4756.37,56.43,TRADE
VIC1,15-01-2020 06:00,4961.47,59.56,TRADE
VIC1,15-01-2020 06:30,5254.61,67.63,TRADE
VIC1,15-01-2020 07:00,5473.72,74.91,TRADE
VIC1,15-01-2020 07:30,5541.77,69.37,TRADE
VIC1,15-01-2020 08:00,5635.79,71.3,TRADE
VIC1,15-01-2020 08:30,5776.62,77.43,TRADE
VIC1,15-01-2020 09:00,5806,74.56,TRADE
VIC1,15-01-2020 09:30,5862.93,83.89,TRADE
VIC1,15-01-2020 10:00,6013.65,73.01,TRADE
VIC1,15-01-2020 10:30,6167.18,60.84,TRADE
VIC1,15-01-2020 11:00,6302.57,59.69,TRADE
VIC1,15-01-2020 11:30,6501.66,65.81,TRADE
VIC1,15-01-2020 12:00,6697.78,76.53,TRADE
VIC1,15-01-2020 12:30,6945.73,82.47,TRADE
VIC1,15-01-2020 13:00,7222.77,105.5,TRADE
VIC1,15-01-2020 13:30,7430.07,87.19,TRADE
VIC1,15-01-2020 14:00,7548.95,65.65,TRADE
VIC1,15-01-2020 14:30,7651.92,64.18,TRADE
VIC1,15-01-2020 15:00,7895.85,65.09,TRADE
VIC1,15-01-2020 15:30,7729.12,61.79,TRADE
VIC1,15-01-2020 16:00,7385.96,61.49,TRADE
VIC1,15-01-2020 16:30,6900.97,59.71,TRADE
VIC1,15-01-2020 17:00,6713.19,58.56,TRADE
VIC1,15-01-2020 17:30,6498.82,49.05,TRADE
VIC1,15-01-2020 18:00,6383.05,55.69,TRADE
VIC1,15-01-2020 18:30,6105.1,61.49,TRADE
VIC1,15-01-2020 19:00,5864.47,68.37,TRADE
VIC1,15-01-2020 19:30,5695.88,71.87,TRADE
VIC1,15-01-2020 20:00,5584.03,70.23,TRADE
VIC1,15-01-2020 20:30,5493.21,61.63,TRADE
VIC1,15-01-2020 21:00,5309.61,57.38,TRADE
VIC1,15-01-2020 21:30,5108.13,54.62,TRADE
VIC1,15-01-2020 22:00,4882.35,50.13,TRADE
VIC1,15-01-2020 22:30,4681.05,52.19,TRADE
VIC1,15-01-2020 23:00,4575.55,49.03,TRADE
VIC1,15-01-2020 23:30,4699.19,56.09,TRADE
VIC1,16-01-2020 00:00,4591.3,55.04,TRADE
VIC1,16-01-2020 00:30,4361.65,51.88,TRADE
VIC1,16-01-2020 01:00,4224.19,48.44,TRADE
VIC1,16-01-2020 01:30,4138.47,37.18,TRADE
VIC1,16-01-2020 02:00,4046.99,36.17,TRADE
VIC1,16-01-2020 02:30,3968.46,36.3,TRADE
VIC1,16-01-2020 03:00,3921.83,38.2,TRADE
VIC1,16-01-2020 03:30,3929.23,39.41,TRADE
VIC1,16-01-2020 04:00,3935.81,44.05,TRADE
VIC1,16-01-2020 04:30,4004.98,47.49,TRADE
VIC1,16-01-2020 05:00,4134,44.81,TRADE
VIC1,16-01-2020 05:30,4405.17,46.15,TRADE
VIC1,16-01-2020 06:00,4583.45,50.06,TRADE
VIC1,16-01-2020 06:30,4837,55.17,TRADE
VIC1,16-01-2020 07:00,5021.29,54.25,TRADE
VIC1,16-01-2020 07:30,5048.41,47.31,TRADE
VIC1,16-01-2020 08:00,5124.01,47.1,TRADE
VIC1,16-01-2020 08:30,5147.2,44.33,TRADE
VIC1,16-01-2020 09:00,5113.8,43.1,TRADE
VIC1,16-01-2020 09:30,5038.34,41.64,TRADE
VIC1,16-01-2020 10:00,5008.17,27.58,TRADE
VIC1,16-01-2020 10:30,4930.08,1.31,TRADE
VIC1,16-01-2020 11:00,4854.77,12.01,TRADE
VIC1,16-01-2020 11:30,4776.5,1.76,TRADE
VIC1,16-01-2020 12:00,4727.94,9.02,TRADE
VIC1,16-01-2020 12:30,4639.98,-19.12,TRADE
VIC1,16-01-2020 13:00,4584.22,-20.74,TRADE
VIC1,16-01-2020 13:30,4515.37,-16.94,TRADE
VIC1,16-01-2020 14:00,4477.01,5.09,TRADE
VIC1,16-01-2020 14:30,4447.17,13.79,TRADE
VIC1,16-01-2020 15:00,4402.04,5.57,TRADE
VIC1,16-01-2020 15:30,4443.74,21.79,TRADE
VIC1,16-01-2020 16:00,4490.86,6.28,TRADE
VIC1,16-01-2020 16:30,4590.38,14.13,TRADE
VIC1,16-01-2020 17:00,4727.79,30.28,TRADE
VIC1,16-01-2020 17:30,4779.96,35.98,TRADE
VIC1,16-01-2020 18:00,4826.43,36.5,TRADE
VIC1,16-01-2020 18:30,4798.24,24.44,TRADE
VIC1,16-01-2020 19:00,4812.49,49.75,TRADE
VIC1,16-01-2020 19:30,4771.22,61.49,TRADE
VIC1,16-01-2020 20:00,4815.79,59.8,TRADE
VIC1,16-01-2020 20:30,4804.85,53.88,TRADE
VIC1,16-01-2020 21:00,4674.41,48.19,TRADE
VIC1,16-01-2020 21:30,4517.66,46.49,TRADE
VIC1,16-01-2020 22:00,4393.05,41.14,TRADE
VIC1,16-01-2020 22:30,4272.66,48.68,TRADE
VIC1,16-01-2020 23:00,4247.38,49.73,TRADE
