Month,Day,Year,TOTALDEMAND,dew_point,T2M_MAX,T2M_MIN,WS50M_MIN,WS50M_MAX,avg_temp,relative_humidity,avg_wind_speed,Date
4,25,2020,310926.18,12.7,17.5,15.6,5.3,12.6,16.5,76.6,8.9,25-04-2020
4,26,2020,312997.45,11,16.4,15.4,4.2,5.4,15.9,72.1,4.8,26-04-2020
4,27,2020,343224.11,12.5,16.4,14.3,0.8,7.4,15.4,84.9,4.1,27-04-2020
4,28,2020,345588.15,13.2,16.4,14.6,0.6,8.1,15.5,86,4.3,28-04-2020
4,29,2020,348858.59,13.3,16.8,15.3,2.5,7.7,16.1,82.4,5.1,29-04-2020
4,30,2020,371411.33,12.3,16.7,16.3,2.4,4.1,16.5,76,3.2,30-04-2020
5,1,2020,363679.2,14.4,17.9,16.6,3.9,7.6,17.3,83.2,5.7,01-05-2020
5,2,2020,345933.53,17.2,18.4,17.9,1.7,7.3,18.1,94.3,4.5,02-05-2020
5,3,2020,334799.07,15.3,18.1,17.7,0.4,3.6,17.9,85,2,03-05-2020
5,4,2020,368316.66,17.2,19.4,17.9,3.6,9.9,18.6,91.7,6.7,04-05-2020
5,5,2020,368280.18,18.9,19.6,19.2,8.2,12.5,19.4,97,10.3,05-05-2020
5,6,2020,361817.55,18.7,19.1,18.9,5.8,8.4,19,98.2,7.1,06-05-2020
5,7,2020,362491.69,18,19.6,16.7,8.5,13.5,18.2,94.9,11,07-05-2020
5,8,2020,344573.61,10.8,16.7,14.7,6.7,12.5,15.7,73.8,9.6,08-05-2020
5,9,2020,329483.17,9.2,16.1,14.5,2,6.2,15.3,67.5,4.1,09-05-2020
5,10,2020,331538.71,12.9,18.4,16.2,3.7,9.1,17.3,75.3,6.4,10-05-2020
5,11,2020,381089.46,17.7,19.8,18.5,9.5,13.2,19.1,90.4,11.4,11-05-2020
5,12,2020,388104.62,19.5,20.1,19.7,5.7,11.4,19.9,97.9,8.5,12-05-2020
5,13,2020,394337.77,19.5,20.1,19.3,9.3,10.7,19.7,98,10,13-05-2020
5,14,2020,399014.26,16.5,19.4,17.9,6.5,9.7,18.6,87.2,8.1,14-05-2020
5,15,2020,395835.61,12.1,18.8,16.6,8.1,12.5,17.7,69.5,10.3,15-05-2020
5,16,2020,364424.76,11.9,17,15.3,0.3,9.1,16.2,76.8,4.7,16-05-2020
5,17,2020,352528.49,14.4,19,15.8,2.6,14.9,17.4,85.8,8.8,17-05-2020
5,18,2020,387702.59,16.1,19.1,16.9,4.2,14.2,18,88.7,9.2,18-05-2020
5,19,2020,375588.71,15.6,20.7,16.1,1.5,18.2,18.4,87.5,9.9,19-05-2020
5,20,2020,368143.61,19.2,20.5,19.1,8,16.4,19.8,96.7,12.2,20-05-2020
5,21,2020,392309.86,17,19,18,4.9,8.7,18.5,91.1,6.8,21-05-2020
5,22,2020,415461.87,14.8,18.4,17.4,3.9,8.8,17.9,83.1,6.4,22-05-2020
5,23,2020,385744.65,14.8,17.4,16.8,4,11.2,17.1,86.5,7.6,23-05-2020
5,24,2020,368027.6,15.6,17.9,17.5,8.8,11.3,17.7,87.5,10,24-05-2020
5,25,2020,411570.18,16.4,18.8,17.8,3.2,8.8,18.3,88,6,25-05-2020
5,26,2020,402827.08,17.4,19.1,18.7,2.7,5.2,18.9,91.3,3.9,26-05-2020
5,27,2020,391485.36,17,19.4,18.7,1,7.4,19,88.2,4.2,27-05-2020
5,28,2020,387532.48,18.1,19.8,19.4,2.2,7.9,19.6,91.2,5,28-05-2020
5,29,2020,400136.14,15.5,19.5,18.3,2.4,6.1,18.9,81.9,4.2,29-05-2020
5,30,2020,363861.07,14.7,19.2,18.5,0.8,5.8,18.9,76.3,3.3,30-05-2020
5,31,2020,350264.32,13.5,18.6,18.1,0.4,2.9,18.3,73.4,1.6,31-05-2020
6,1,2020,374081.51,15.2,19.4,16.4,2.4,6.8,17.9,84.1,4.6,01-06-2020
6,2,2020,430252.07,17.8,20.3,19,6,9.9,19.7,89.3,7.9,02-06-2020
6,3,2020,412571.27,19.4,20.5,20.2,6.9,9.6,20.4,94.3,8.2,03-06-2020
6,4,2020,423958.16,18.4,20.4,20.1,0.3,7.7,20.3,88.6,4,04-06-2020
6,5,2020,420999.72,19.3,21.4,19.8,2.9,11.4,20.6,93.1,7.2,05-06-2020
6,6,2020,394284.44,20.1,21.2,20.2,6.2,9.9,20.7,97.1,8,06-06-2020
6,7,2020,394904.78,19.3,21.2,19.9,3.2,12.8,20.5,94.2,8,07-06-2020
6,8,2020,380658.08,16.9,21,18.1,5.5,13.3,19.6,87.1,9.4,08-06-2020
6,9,2020,415314.24,15.3,20.2,18.1,5.1,7.8,19.1,79.1,6.4,09-06-2020
6,10,2020,416480.85,18.2,20.4,20.1,1.6,8,20.2,87.9,4.8,10-06-2020
6,11,2020,399017.49,19.4,21.1,20.3,3.1,5.7,20.7,92.9,4.4,11-06-2020
6,12,2020,413070.32,20.2,22,21.1,5.7,10.9,21.5,91.4,8.3,12-06-2020
6,13,2020,371535.7,21.3,22.2,21.8,10.4,13.6,22,95.3,12,13-06-2020
6,14,2020,355660.89,21.6,22.4,21.8,7.1,14.1,22.1,97.1,10.6,14-06-2020
6,15,2020,396667.55,22,22.5,22.1,10.1,14.1,22.3,97.7,12.1,15-06-2020
6,16,2020,396151.92,22.1,22.9,22.4,8.2,16.6,22.7,97.3,12.4,16-06-2020
6,17,2020,423104.11,21.8,22.8,22.2,7.7,14.1,22.5,95.9,10.9,17-06-2020
6,18,2020,407013.14,21.2,22.8,21.7,6,17.6,22.2,94.2,11.8,18-06-2020
6,19,2020,407228.07,21,22.9,21.2,1.4,14.6,22.1,93.9,8,19-06-2020
6,20,2020,377645.12,21.2,23.3,20.9,4.7,18.8,22.1,92.2,11.8,20-06-2020
6,21,2020,379272.22,16.9,20.8,19.1,3.5,4.8,19.9,82,4.1,21-06-2020
6,22,2020,429172.56,20.5,22.6,19.8,3.8,6.7,21.2,93.8,5.2,22-06-2020
6,23,2020,442233.42,22.9,23.6,22.6,6,8.8,23.1,98.1,7.4,23-06-2020
6,24,2020,436668.37,23.3,23.6,23.6,7.2,8.9,23.6,98.2,8.1,24-06-2020
6,25,2020,424800.75,23,23.5,23.3,5.7,8.7,23.4,97.9,7.2,25-06-2020
6,26,2020,427745.99,23,23.6,23.4,6.3,11.1,23.5,97.2,8.7,26-06-2020
6,27,2020,409995.24,23.3,24,23.6,8,11.1,23.8,97,9.6,27-06-2020
6,28,2020,399048.86,23.5,24.3,23.9,8.1,10.9,24.1,96.7,9.5,28-06-2020
6,29,2020,430407.44,23.8,24.9,24.2,6.9,13.6,24.5,95.5,10.2,29-06-2020
6,30,2020,429540.55,23.9,25,24.3,6,7.9,24.6,95.9,6.9,30-06-2020
7,1,2020,405314.6,24.6,25.3,24.9,5.6,8.1,25.1,96.9,6.8,01-07-2020
7,2,2020,396559.91,23.9,25.6,25.1,5.2,7.2,25.4,91.5,6.2,02-07-2020
7,3,2020,401989.2,24.4,25.5,25,2.9,6.5,25.3,94.6,4.7,03-07-2020
7,4,2020,399109.58,23.7,25.8,25,3.1,6.9,25.4,90,5,04-07-2020
7,5,2020,391142.32,23.6,26.6,25.8,7.4,9.1,26.2,84.5,8.2,05-07-2020
7,6,2020,429753.28,24.6,26.2,26.1,3.8,8.1,26.2,91.3,5.9,06-07-2020
7,7,2020,436239.4,24.3,26.7,26.1,4.9,7.4,26.4,88.4,6.2,07-07-2020
7,8,2020,435959.55,23.4,27,26.6,6.3,7.4,26.8,81.5,6.8,08-07-2020
7,9,2020,429995.72,23.6,27.1,26.7,4.2,6.6,26.9,81.9,5.4,09-07-2020
7,10,2020,428737.6,23.9,26.7,26.4,4.2,5.9,26.5,85.5,5.1,10-07-2020
7,11,2020,404782.43,23.5,27.1,26.4,4.3,9,26.8,82.2,6.6,11-07-2020
7,12,2020,393279.13,23.9,27.4,27.1,9.3,12.5,27.3,81.6,10.9,12-07-2020
7,13,2020,421683.57,23.4,27.1,24.2,8.6,16,25.7,85.7,12.3,13-07-2020
7,14,2020,444173.44,22.2,26.1,24.3,3.6,9,25.2,84.3,6.3,14-07-2020
7,15,2020,436731.96,24.7,27.1,26.2,7.3,15,26.7,88.7,11.1,15-07-2020
7,16,2020,435455.21,25.4,27.1,26.8,7.6,13.9,26.9,91.3,10.8,16-07-2020
7,17,2020,432362.89,25.3,27.2,26.8,6.2,8,27,90.5,7.1,17-07-2020
7,18,2020,392802.47,25.5,27.4,27.1,4.4,6.5,27.2,90.6,5.5,18-07-2020
7,19,2020,373466.09,24.7,27.3,27,4.5,6.3,27.2,86.3,5.4,19-07-2020
7,20,2020,407403.53,23.9,27.1,25.2,3.6,7.4,26.2,86.5,5.5,20-07-2020
7,21,2020,436682.75,22.5,26,25.1,3.4,8.4,25.5,84.4,5.9,21-07-2020
7,22,2020,436782.21,23.2,27,25.7,6.3,11,26.4,82.2,8.7,22-07-2020
7,23,2020,433838.1,24.3,27.1,27,6.6,11.6,27,85,9.1,23-07-2020
7,24,2020,425691.49,24.9,27.1,26.6,6.6,10.4,26.8,89.3,8.5,24-07-2020
7,25,2020,407676.38,24.9,27,26.4,2.8,6.9,26.7,89.9,4.8,25-07-2020
7,26,2020,407459.53,25.2,27,26.6,3.4,5.8,26.8,90.6,4.6,26-07-2020
7,27,2020,431745.29,24.6,26.6,26.4,5,6.4,26.5,89.7,5.7,27-07-2020
7,28,2020,417990.93,23.2,27.1,26.4,4.5,8.4,26.7,81.1,6.5,28-07-2020
7,29,2020,402245.84,23.9,27.4,25.2,8.3,13.7,26.3,83.9,11,29-07-2020
7,30,2020,411551.02,20.5,25.1,23.7,4.6,9.2,24.4,78.4,6.9,30-07-2020
7,31,2020,413731.88,19.1,23.8,23.5,4,4.8,23.6,75.3,4.4,31-07-2020
8,1,2020,378407.5,19.9,25.4,23.8,3.6,5.9,24.6,73,4.7,01-08-2020
8,2,2020,381432.46,21.9,25.6,25,3.8,5.3,25.3,81.7,4.5,02-08-2020
8,3,2020,411279.63,23.5,26.4,25.7,4.5,7.2,26.1,85.8,5.8,03-08-2020
8,4,2020,402116.74,24.2,26.5,25.8,2.3,5.9,26.2,88.4,4.1,04-08-2020
8,5,2020,424607.82,24.3,26.5,26.3,1,2.2,26.4,88.3,1.6,05-08-2020
8,6,2020,439711.13,24.3,27.6,26.1,1.8,7.4,26.9,85.4,4.6,06-08-2020
8,7,2020,469385.45,24.4,27.7,27.2,6.8,7.7,27.4,83.2,7.3,07-08-2020
8,8,2020,400631.25,24.6,27.7,27.3,5.2,7.4,27.5,83.8,6.3,08-08-2020
8,9,2020,411278.61,24.6,27.4,27,1.8,5.3,27.2,85.3,3.5,09-08-2020
8,10,2020,430235.73,24.2,27.7,27.1,2.1,5.4,27.4,82.4,3.8,10-08-2020
8,11,2020,420126.8,24.3,28.1,27.4,3.5,6.4,27.7,81.2,5,11-08-2020
8,12,2020,422763.8,24.6,28.4,27.3,3.4,5.7,27.8,82,4.6,12-08-2020
8,13,2020,386654.57,24.7,28.6,28.1,5,6.2,28.4,80.1,5.6,13-08-2020
8,14,2020,415078.55,24.5,28.5,27.1,4,7.6,27.8,81.7,5.8,14-08-2020
8,15,2020,373947.58,21.6,27,26.3,0.7,5.2,26.6,73.5,3,15-08-2020
8,16,2020,350649.79,22,27.9,26.4,0.7,3,27.2,72.1,1.8,16-08-2020
8,17,2020,377047.1,23.8,27.9,27.5,3,4.5,27.7,79.1,3.7,17-08-2020
8,18,2020,386658.63,23.7,27.6,26.5,1.2,3.8,27.1,80.8,2.5,18-08-2020
8,19,2020,390713.69,22.9,27.9,26.4,2.2,5.2,27.1,76.2,3.7,19-08-2020
8,20,2020,397194.98,21.7,27.2,26.3,2.4,4.6,26.7,73,3.5,20-08-2020
8,21,2020,402909.58,21.5,26.5,26,1.9,3.7,26.3,74.5,2.8,21-08-2020
8,22,2020,398089.52,22.5,27.7,26.3,2.4,5.1,27,75.9,3.8,22-08-2020
8,23,2020,383008.81,23.7,27.6,27,4.1,7.9,27.3,80.3,6,23-08-2020
8,24,2020,408180.12,24.3,28,27.2,8.1,9.6,27.6,81.7,8.9,24-08-2020
8,25,2020,423099.19,24.5,28.1,27.7,6.1,9.1,27.9,81.4,7.6,25-08-2020
8,26,2020,414436.69,23.3,28.2,27.6,2.4,6.5,27.9,75.9,4.5,26-08-2020
8,27,2020,402407.65,24,28,27.5,1.9,6.7,27.7,79.8,4.3,27-08-2020
8,28,2020,384701.19,24.7,27.9,27.5,5.3,6.8,27.7,83.5,6,28-08-2020
8,29,2020,358868.9,24.7,28.1,27.7,2.9,5.2,27.9,82.6,4.1,29-08-2020
8,30,2020,334280.32,23.9,29.1,27.6,0.8,3.6,28.4,76.9,2.2,30-08-2020
8,31,2020,362977.76,25.8,28.8,28.2,3.6,8,28.5,85,5.8,31-08-2020
9,1,2020,369265.95,25,28.7,27.5,5.7,7.6,28.1,82.8,6.6,01-09-2020
9,2,2020,372252.73,23.4,28.3,27.1,5,7.4,27.7,76.8,6.2,02-09-2020
9,3,2020,355342.05,22.4,27.9,27,3.3,4.7,27.4,74,4,03-09-2020
9,4,2020,362520.97,22.2,27.1,26.4,0.4,4.5,26.7,75.4,2.5,04-09-2020
9,5,2020,326546.04,23.7,28.2,26.3,3,6.2,27.3,79.2,4.6,05-09-2020
9,6,2020,332994.18,24.4,28.6,28.2,3.7,4.8,28.4,78.4,4.2,06-09-2020
9,7,2020,351267.09,24.3,28.3,27.8,0.7,3.7,28,80.1,2.2,07-09-2020
9,8,2020,351668.35,23.5,27.9,27.5,0.6,2.1,27.7,77.3,1.4,08-09-2020
9,9,2020,386275.84,24.2,28.7,27.3,2.4,4.3,28,79.5,3.4,09-09-2020
9,10,2020,373591.31,25,28.5,27.6,3.3,5,28,83.6,4.2,10-09-2020
9,11,2020,363679.8,24.5,28.4,27.6,2.9,5.2,28,80.4,4.1,11-09-2020
9,12,2020,331826.52,24.9,28.4,27.8,4,6.5,28.1,82.4,5.3,12-09-2020
9,13,2020,327233.32,25,28,27.8,5,10.3,27.9,83.8,7.7,13-09-2020
9,14,2020,342381.11,25.4,28.6,27.1,4,11,27.8,85.1,7.5,14-09-2020
9,15,2020,351069.22,23.3,27.7,27,0.7,4.3,27.4,78.5,2.5,15-09-2020
9,16,2020,344098.39,24.5,28.7,27.7,1.8,3.8,28.2,80.2,2.8,16-09-2020
9,17,2020,345760.57,25,28.2,27.3,2.9,6.8,27.8,84.5,4.8,17-09-2020
9,18,2020,360757.01,25.3,29.1,27.5,5.3,8.5,28.3,83.1,6.9,18-09-2020
9,19,2020,326669.88,25.5,29.1,28.3,4.5,7.7,28.7,83,6.1,19-09-2020
9,20,2020,326151.07,24.3,28.8,28.1,0.9,4.6,28.5,77.4,2.8,20-09-2020
9,21,2020,345116.75,23.9,28.7,28,1.2,3.7,28.3,76.3,2.5,21-09-2020
9,22,2020,337858.11,24.5,28,27,2.1,5.5,27.5,83.5,3.8,22-09-2020
9,23,2020,335747.82,24.3,27.9,27,2.7,5.1,27.4,82.4,3.9,23-09-2020
9,24,2020,339255.03,23.6,27.7,27.2,0.2,2.9,27.5,79.9,1.5,24-09-2020
9,25,2020,358364.32,24.8,28,27.3,1.9,7.8,27.7,84,4.9,25-09-2020
9,26,2020,336388.84,25.3,28.6,28,5.2,7.8,28.3,83.7,6.5,26-09-2020
9,27,2020,328268.04,24.7,28.7,27.8,6.9,9.2,28.2,80.8,8,27-09-2020
9,28,2020,345109.74,25.4,28.8,27,0.3,9.4,27.9,83.5,4.8,28-09-2020
9,29,2020,347825.59,24.3,27.9,26.5,0.3,9.7,27.2,84.8,5,29-09-2020
9,30,2020,364059.33,26,28.8,28,7.7,16.6,28.4,86,12.1,30-09-2020
