Month,Day,TOTALDEMAND,YEAR,Date,relative_humidity,dew_temp,max_temp,min_temp,temp2m,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M,avg_temp,ws_avg_50,ws_avg_10,
6,30,282156.92,2016,30-06-2016,85.52,4.28,7.53,5.55,6.55,8.86,5.59,13.99,11.01,11.18,8.38,6.54,11.425,8.3,
7,1,267800.48,2016,01-07-2016,87.32,6.79,11.73,6.99,8.8,5.68,3.28,8.26,6.27,7.39,4.84,9.36,6.97,4.775,
7,2,237367.13,2016,02-07-2016,87.41,7.76,14.14,7.89,9.76,5.9,3.07,7.8,5.83,7.01,4.33,11.015,6.85,4.45,
7,3,225112.81,2016,03-07-2016,88.35,7.55,13.57,6.89,9.37,6.38,3.75,8.95,6.88,7.71,4.91,10.23,7.665,5.315,
7,4,271424.49,2016,04-07-2016,88.54,6.1,10.23,6.73,7.86,4.62,2.66,8.31,6.33,7.05,4.75,8.48,6.465,4.495,
7,5,284803.59,2016,05-07-2016,95.54,7.43,9.73,6.19,8.18,2.34,1.5,9.79,7.23,6.25,4.51,7.96,6.065,4.365,
7,6,268112.19,2016,06-07-2016,92.07,8.67,10.98,8.94,9.89,6.84,4.18,10.67,8.38,9.02,6.51,9.96,8.755,6.28,
7,7,277536.09,2016,07-07-2016,96.07,8.5,10.68,7.68,9.09,3.62,2.3,6.51,3.95,5.09,3.27,9.18,5.065,3.125,
7,8,273380.1,2016,08-07-2016,92.34,8.21,12.58,7.17,9.4,0.53,0.32,3.85,2.26,2.38,1.56,9.875,2.19,1.29,
7,9,244739.07,2016,09-07-2016,86.42,6.44,12.92,5.63,8.6,0.47,0.41,4.82,2.75,2.79,1.87,9.275,2.645,1.58,
7,10,238436.46,2016,10-07-2016,91.72,7.24,11.43,5.52,8.52,4.46,2.51,15.05,11.04,9.26,6.6,8.475,9.755,6.775,
7,11,256414.25,2016,11-07-2016,81.93,7.55,12.32,9.39,10.5,11.91,8.41,15.43,11.96,13.4,9.86,10.855,13.67,10.185,
7,12,275164.39,2016,12-07-2016,83.21,4.94,9.6,4.68,7.72,11.18,8,17.66,13.54,14.44,10.84,7.14,14.42,10.77,
7,13,291456.52,2016,13-07-2016,81.7,3.29,9.59,4.22,6.2,8.72,5.38,14.46,10.86,11.17,7.97,6.905,11.59,8.12,
7,14,288207.41,2016,14-07-2016,84.3,5.02,11.82,3.85,7.56,7.67,4.69,10.22,8.02,8.58,5.73,7.835,8.945,6.355,
7,15,282333.7,2016,15-07-2016,85.35,6.53,12.99,5.83,8.86,3.72,2.09,7.55,4.66,5.39,3.51,9.41,5.635,3.375,
7,16,241318.3,2016,16-07-2016,83.01,5.11,12.97,3.81,7.83,0.37,0.38,5.03,3.07,2.7,1.86,8.39,2.7,1.725,
7,17,226836.25,2016,17-07-2016,86.44,5.67,13.83,2.64,7.86,5.36,3.19,10,7.66,7.86,5.26,8.235,7.68,5.425,
7,18,254734.03,2016,18-07-2016,87.55,8.82,15.84,8.02,10.84,5.42,2.91,11.75,8.88,8.87,6.13,11.93,8.585,5.895,
7,19,274056.1,2016,19-07-2016,86.36,8.42,13.81,8.01,10.6,1.1,0.74,4.91,2.96,3.13,2.03,10.91,3.005,1.85,
7,20,273700.28,2016,20-07-2016,89.91,8.1,13.37,7.24,9.66,0.73,0.64,3.44,2.02,2.01,1.44,10.305,2.085,1.33,
7,21,272254.25,2016,21-07-2016,91.47,9.2,15.25,6.04,10.61,1.84,1.31,11.61,8.92,7.03,4.83,10.645,6.725,5.115,
7,22,257555.64,2016,22-07-2016,85.07,9.58,14.9,8.2,12.06,6,3.46,14.26,10.71,11.35,8.15,11.55,10.13,7.085,
7,23,239777.15,2016,23-07-2016,80.2,3.14,8.89,3.11,6.42,6.72,3.96,14.54,10.96,10.49,7.58,6,10.63,7.46,
7,24,240253.81,2016,24-07-2016,86.87,3.43,10.02,1.8,5.52,6.52,3.83,11.22,8.93,8.37,6,5.91,8.87,6.38,
7,25,276269.27,2016,25-07-2016,82.56,5.05,11.45,5.17,7.87,7.53,4.57,17.29,12.87,11.13,7.98,8.31,12.41,8.72,
7,26,292931.38,2016,26-07-2016,77.86,2.34,8.19,3.15,5.92,7.13,5.04,12.89,9.68,10.36,7.46,5.67,10.01,7.36,
7,27,286419.51,2016,27-07-2016,81.57,4.66,11.01,5.25,7.67,7.45,4.24,12.3,9.27,8.46,5.82,8.13,9.875,6.755,
7,28,284683.27,2016,28-07-2016,87.93,6.45,12.52,4.71,8.4,7.37,4.02,8.81,6.55,7.94,5.11,8.615,8.09,5.285,
7,29,279645.86,2016,29-07-2016,91.59,8.06,11.82,7.84,9.36,4.59,2.67,9.22,7.07,7.69,5.17,9.83,6.905,4.87,
7,30,243097.07,2016,30-07-2016,88.84,7.74,12.83,6.55,9.49,3.92,2.46,12.9,9.55,8.63,6.24,9.69,8.41,6.005,
7,31,228962.56,2016,31-07-2016,81.04,7.21,14.18,6.91,10.34,2.76,2.23,12.61,9.15,6.65,4.27,10.545,7.685,5.69,
8,1,270785.51,2016,01-08-2016,89.16,8.29,11.74,7.52,10,4.92,2.8,9.6,7.45,7.91,5.41,9.63,7.26,5.125,
8,2,274603.38,2016,02-08-2016,84.21,5.88,11.4,6.56,8.39,6.29,3.4,8.85,7.09,7.72,5.23,8.98,7.57,5.245,
8,3,281845.43,2016,03-08-2016,90.56,6.74,11.43,5.46,8.19,4.7,2.86,8.03,6.54,6.62,4.55,8.445,6.365,4.7,
8,4,285343.02,2016,04-08-2016,87.21,5.31,12.28,4.73,7.29,2.31,1.64,6,3.58,3.95,2.74,8.505,4.155,2.61,
8,5,290982.66,2016,05-08-2016,79.06,4.41,13.24,3.43,7.84,0.37,0.34,4.12,3.33,2.67,2.02,8.335,2.245,1.835,
8,6,261814.19,2016,06-08-2016,78.02,4.23,11.97,4.6,7.86,1.2,0.89,4.49,2.8,2.27,1.58,8.285,2.845,1.845,
8,7,240758.57,2016,07-08-2016,69.76,3.42,14.05,4.92,8.66,0.36,0.33,4.78,2.95,2.67,1.83,9.485,2.57,1.64,
8,8,277012.9,2016,08-08-2016,77.13,3.87,13.62,2.69,7.73,3.66,2.48,11.13,7.87,7.51,5.31,8.155,7.395,5.175,
8,9,265639.07,2016,09-08-2016,77.12,6.94,14.78,7.31,10.85,9.36,6.67,14.42,11.13,11.73,8.63,11.045,11.89,8.9,
8,10,261233.34,2016,10-08-2016,83.1,6.47,12.06,6.91,9.19,8.31,5.4,12.88,10.01,10.53,7.62,9.485,10.595,7.705,
8,11,276736.8,2016,11-08-2016,81.23,4.44,12.13,4.4,7.48,5.03,2.59,8.7,6.96,7.06,4.67,8.265,6.865,4.775,
8,12,269771.34,2016,12-08-2016,82.78,4.96,11.84,3.68,7.75,6.92,3.95,11.43,9.06,9.02,6.51,7.76,9.175,6.505,
8,13,240765.61,2016,13-08-2016,85.09,6.64,13.56,5.57,9.01,5.19,3.21,8.21,6.26,6.87,4.46,9.565,6.7,4.735,
8,14,226132.49,2016,14-08-2016,82.53,6.87,15.04,5.97,9.7,5.08,2.91,6.61,4.74,5.92,3.74,10.505,5.845,3.825,
8,15,255812.48,2016,15-08-2016,83.52,6.68,15.46,4.6,9.32,4.9,3.25,7.65,5.44,6.37,4.07,10.03,6.275,4.345,
8,16,249950.22,2016,16-08-2016,77.54,6.56,15.91,5.68,10.31,7.83,4.7,11.36,8.64,9.35,6.32,10.795,9.595,6.67,
8,17,265122.44,2016,17-08-2016,85.91,7.74,13.73,6.48,10,2.94,2.09,8.53,5.54,4.64,3.13,10.105,5.735,3.815,
8,18,246869.01,2016,18-08-2016,78.03,8.55,17.96,6.17,12.28,4.88,3.06,15.28,10.62,10.66,7.44,12.065,10.08,6.84,
8,19,265139.48,2016,19-08-2016,81.32,7.17,14.23,5.99,10.27,6.07,4.32,15.64,10.99,9.45,6.62,10.11,10.855,7.655,
8,20,242104.12,2016,20-08-2016,82.72,4.6,10.9,4.78,7.34,7.18,3.97,10.09,8.04,8.8,6.23,7.84,8.635,6.005,
8,21,238237.09,2016,21-08-2016,88.55,7.21,11.57,6.74,9,5.48,3.19,8.9,6.15,7.46,4.96,9.155,7.19,4.67,
8,22,278407,2016,22-08-2016,82.93,5.94,12.94,5.3,8.7,1.99,1.21,5.48,4.29,3.9,2.67,9.12,3.735,2.75,
8,23,277280.78,2016,23-08-2016,83.62,5.17,12.08,4.65,7.76,2.76,1.9,4.63,3.14,3.49,2.46,8.365,3.695,2.52,
8,24,282245.59,2016,24-08-2016,85.42,4.95,11.03,4.84,7.21,1.89,1.43,5.53,4.6,3.9,2.81,7.935,3.71,3.015,
8,25,279448.05,2016,25-08-2016,87.76,5.12,10.66,4.65,7,5.16,3.02,7.05,5.82,6.17,4.22,7.655,6.105,4.42,
8,26,279841.09,2016,26-08-2016,82.87,4.8,12.31,4.48,7.55,3.79,2.17,6.23,4.69,5.04,3.46,8.395,5.01,3.43,
8,27,239146.44,2016,27-08-2016,76.58,4.54,13.55,3.78,8.43,6.29,3.53,9.34,7.34,7.99,5.27,8.665,7.815,5.435,
8,28,229664.85,2016,28-08-2016,70.03,5.31,16.67,6.52,10.59,3.08,1.7,9.18,5.91,6.09,4.02,11.595,6.13,3.805,
8,29,250111.38,2016,29-08-2016,72.97,5.72,16.29,5.2,10.38,5.7,3.47,8.4,6.45,7.24,4.59,10.745,7.05,4.96,
8,30,267496.88,2016,30-08-2016,81.39,7.68,14.83,8.12,10.81,6.45,3.62,10.79,7.58,8.72,5.83,11.475,8.62,5.6,
8,31,257668.13,2016,31-08-2016,85.15,9.83,16.3,9.52,12.25,4.95,2.6,8.61,6.22,6.75,4.26,12.91,6.78,4.41,
9,1,263008.67,2016,01-09-2016,88.75,8.38,14.41,7.3,10.14,1.09,0.9,4.75,2.82,3.15,2.1,10.855,2.92,1.86,
9,2,270546.65,2016,02-09-2016,90.72,8.03,12.42,7.13,9.46,3.04,2.1,6.38,4.69,4.72,3.46,9.775,4.71,3.395,
9,3,237243.92,2016,03-09-2016,81.66,6.97,13.54,7.99,9.98,4.96,2.69,7.86,6.16,6.72,4.85,10.765,6.41,4.425,
9,4,221972.01,2016,04-09-2016,82.99,7.59,15.34,5.69,10.37,5.68,2.96,7.22,5.56,6.5,4.22,10.515,6.45,4.26,
9,5,254551.63,2016,05-09-2016,83.65,9.01,16.88,7.01,11.69,1.73,1.07,6.33,4.32,4.34,2.94,11.945,4.03,2.695,
9,6,259084.73,2016,06-09-2016,83.88,9.57,18.47,7.06,12.22,1.5,1.24,5.21,3.82,3.8,2.53,12.765,3.355,2.53,
9,7,246614.04,2016,07-09-2016,83.17,9.71,17.75,7.56,12.48,1.87,1.28,8.43,6.49,5.89,3.88,12.655,5.15,3.885,
9,8,235445.9,2016,08-09-2016,77.44,10.87,19.47,10.31,14.79,8.61,5.04,13.35,9.91,10.88,7.47,14.89,10.98,7.475,
9,9,250865.21,2016,09-09-2016,89.8,12.1,15.16,11.23,13.74,0.27,0.17,12.76,8.77,7.67,5.32,13.195,6.515,4.47,
9,10,222825.99,2016,10-09-2016,83.53,7.88,13.9,7.02,10.56,2.47,1.67,9.24,7.19,6.53,4.93,10.46,5.855,4.43,
9,11,218250.43,2016,11-09-2016,84.47,7.32,14.21,5.23,9.84,3.63,2.36,6.98,4.42,5.27,3.5,9.72,5.305,3.39,
9,12,261934.56,2016,12-09-2016,91.79,6.98,9.74,6.93,8.23,1.68,1.53,5.36,4.09,3.53,2.58,8.335,3.52,2.81,
9,13,269440.31,2016,13-09-2016,93.81,8.76,12.76,6.77,9.78,2.75,2.27,7.9,5.33,5.46,3.8,9.765,5.325,3.8,
9,14,261301.76,2016,14-09-2016,84.77,7.72,12.61,6.69,10.24,5.96,4.14,11.11,8.77,8.34,6.06,9.65,8.535,6.455,
9,15,268468.9,2016,15-09-2016,88.02,7.04,13.58,5.68,8.96,4.71,2.97,9.03,7.3,6.82,4.8,9.63,6.87,5.135,
9,16,263468.21,2016,16-09-2016,80.64,5.89,14.12,4.55,9.05,3.75,2.61,6.84,4.51,5.15,3.4,9.335,5.295,3.56,
9,17,213419.08,2016,17-09-2016,74.8,7.85,17.19,8,12.23,7.36,3.95,9.92,7.64,8.49,5.68,12.595,8.64,5.795,
9,18,220629.25,2016,18-09-2016,85.96,7.04,11.28,6.7,9.31,3.45,2.22,8.75,5.6,5.97,4.16,8.99,6.1,3.91,
9,19,254782.18,2016,19-09-2016,80.17,6.05,14.18,6.03,9.29,2.02,1.6,6.21,4.08,4.47,2.89,10.105,4.115,2.84,
9,20,245328.61,2016,20-09-2016,76.09,6.46,16.51,4.94,10.54,5.81,3.13,9.57,7.62,7.45,4.99,10.725,7.69,5.375,
9,21,254417.14,2016,21-09-2016,84.29,7.7,13.89,8.23,10.24,1.87,1.14,7.98,6.22,5.73,3.91,11.06,4.925,3.68,
9,22,262714.68,2016,22-09-2016,86.47,7.47,12.65,7.19,9.62,5.52,3.14,8.5,7.09,7.54,5.63,9.92,7.01,5.115,
9,23,254840.86,2016,23-09-2016,82.93,8.04,16.61,6.29,10.88,1.44,0.72,5.29,3.05,3.08,2.02,11.45,3.365,1.885,
9,24,213552.55,2016,24-09-2016,79.9,7.94,16.78,6.95,11.29,5.19,2.95,9.53,7.33,6.85,4.59,11.865,7.36,5.14,
9,25,211863.11,2016,25-09-2016,76.1,5.74,13.44,6.62,9.79,1.23,0.89,7.53,5.86,5.33,3.86,10.03,4.38,3.375,
9,26,248686.38,2016,26-09-2016,73.74,5.61,14.63,6.07,10.1,1.76,1.28,7.23,5.06,4.9,3.42,10.35,4.495,3.17,
9,27,253777.54,2016,27-09-2016,77.94,5.7,14.18,4.58,9.38,2.09,1.32,6.96,5.75,5.02,3.55,9.38,4.525,3.535,
9,28,242286.5,2016,28-09-2016,74.59,7.19,16.39,6.01,11.56,4.5,2.84,13.61,9.45,8.16,5.77,11.2,9.055,6.145,
9,29,245716.98,2016,29-09-2016,80.5,6.48,11.78,6.79,9.76,7.4,5.28,13.58,9.3,9.96,7.39,9.285,10.49,7.29,
9,30,226879.55,2016,30-09-2016,85.66,6.72,12.54,6.02,8.98,2.18,1.47,6.68,4.72,4.1,2.87,9.28,4.43,3.095,
10,1,213344.32,2016,01-10-2016,81.82,8.36,14.92,7.6,11.36,6.23,3.44,10.8,8.42,8.66,6.08,11.26,8.515,5.93,
10,2,195985.86,2016,02-10-2016,73.19,8.77,19.76,7,13.69,7.43,4.41,16.72,12.73,12.54,9.1,13.38,12.075,8.57,
10,3,231678.02,2016,03-10-2016,82.79,6.56,11.95,7,9.36,6.22,4.12,13.75,11,10.68,7.92,9.475,9.985,7.56,
10,4,248178.94,2016,04-10-2016,82.32,6.3,12.66,7.03,9.21,10.5,7.04,14.36,11.1,12.16,8.99,9.845,12.43,9.07,
10,5,257116.77,2016,05-10-2016,81.66,6.78,14.36,5.19,9.86,7.23,4.26,12.9,9.82,9.9,6.8,9.775,10.065,7.04,
10,6,231797.08,2016,06-10-2016,77.09,10.92,21.88,7.58,15.06,5.82,3.84,13.49,9.48,9.38,6.33,14.73,9.655,6.66,
10,7,232395.46,2016,07-10-2016,68.1,9.75,20.18,9.88,15.73,4.42,3.34,14.09,9.78,9.09,6.5,15.03,9.255,6.56,
10,8,202601.55,2016,08-10-2016,69.73,5.54,15.47,6.24,10.83,2.14,1.38,6.16,5.15,4.39,3.18,10.855,4.15,3.265,
10,9,189908.32,2016,09-10-2016,74.15,9.25,22.31,8.13,14.04,5.17,2.78,21.38,16.33,13.08,9.44,15.22,13.275,9.555,
10,10,233662.86,2016,10-10-2016,69.22,5.11,13.72,6.44,10.57,8.55,5.21,11.17,8.9,9.82,6.92,10.08,9.86,7.055,
10,11,249331.64,2016,11-10-2016,76.28,5.18,13.47,5.52,9.14,6.07,3.43,9.71,6.7,7.72,5.49,9.495,7.89,5.065,
10,12,257224.6,2016,12-10-2016,84.52,6.68,12.99,6.19,9.21,6.64,3.62,8.37,6.79,7.51,5.28,9.59,7.505,5.205,
10,13,256485.53,2016,13-10-2016,70.19,3.76,14.31,3.92,8.9,4.1,2.62,6.4,4.45,4.99,3.58,9.115,5.25,3.535,
10,14,243462.97,2016,14-10-2016,68,5.77,19.39,3.74,11.58,2.4,1.72,8.02,4.82,4.83,3.22,11.565,5.21,3.27,
10,15,195774.97,2016,15-10-2016,64.1,7.93,19.71,8.38,14.71,8.11,4.84,15.65,10.91,11.9,8.38,14.045,11.88,7.875,
10,16,203586.07,2016,16-10-2016,68.47,8.98,19.78,8.59,14.81,5.58,3.88,16.17,11.41,10.86,7.86,14.185,10.875,7.645,
10,17,232085.69,2016,17-10-2016,74.17,6.75,15.85,7.37,11.19,5.27,3.63,10.94,8.15,8.37,6.16,11.61,8.105,5.89,
10,18,246530.88,2016,18-10-2016,76.66,6.02,14,5.69,10.01,6.42,3.93,10.85,8.56,8.45,6.2,9.845,8.635,6.245,
10,19,252724.09,2016,19-10-2016,67.14,3.76,15.32,3.91,9.58,0.86,0.3,7.06,4.72,4.47,3.04,9.615,3.96,2.51,
10,20,229734.32,2016,20-10-2016,58.95,5.04,19.2,5.61,13.03,6.38,3.55,16.13,11.98,10.82,7.81,12.405,11.255,7.765,
10,21,245950.57,2016,21-10-2016,74.45,6.95,14.6,6.29,11.4,4.07,2.66,17.31,12.86,9.15,6.72,10.445,10.69,7.76,
10,22,228368.39,2016,22-10-2016,84.69,5.7,10.81,5.57,8.13,8.29,5.31,13.21,10.59,10.18,7.59,8.19,10.75,7.95,
10,23,222578,2016,23-10-2016,75,5.05,13.22,6.26,9.26,6.31,3.49,8.34,6.97,7.58,5.54,9.74,7.325,5.23,
10,24,250540.33,2016,24-10-2016,72.85,6.98,17.4,6.84,11.74,0.92,0.52,6.17,3.42,2.95,1.93,12.12,3.545,1.97,
10,25,234276.71,2016,25-10-2016,64.79,8.29,21.55,7.55,14.94,5.61,2.8,12.9,9.92,9.22,6.11,14.55,9.255,6.36,
10,26,243210.79,2016,26-10-2016,77.36,9.21,18.55,7.67,13.21,3.74,2.26,7.33,6.18,5.43,3.64,13.11,5.535,4.22,
10,27,240284.86,2016,27-10-2016,70.17,5.28,15,6.2,10.53,5.4,3.13,7.79,6.47,6.75,4.86,10.6,6.595,4.8,
10,28,239641.42,2016,28-10-2016,68.4,5.08,17.46,4.85,10.67,1.24,1.22,5.89,4.07,3.7,2.67,11.155,3.565,2.645,
10,29,208382.21,2016,29-10-2016,66.08,8,22.24,6.51,14.3,1.54,1.27,8.31,4.34,4.34,2.75,14.375,4.925,2.805,
10,30,188651.44,2016,30-10-2016,62.06,7.65,22.07,6.88,15.22,8.57,4.6,15.6,11.95,12.62,9.02,14.475,12.085,8.275,
10,31,221322.86,2016,31-10-2016,65.01,4.1,15.51,5.72,10.48,4.99,2.69,10.01,7.28,7.91,5.65,10.615,7.5,4.985,
11,1,205228.46,2016,01-11-2016,72.97,6.46,16.14,5.99,11.17,5.48,3.11,8.89,7.15,7.19,4.99,11.065,7.185,5.13,
11,2,239808.96,2016,02-11-2016,72.82,7.11,17.62,6.24,11.85,4.7,2.74,7.45,6.05,6.03,4.25,11.93,6.075,4.395,
11,3,237354.99,2016,03-11-2016,69.85,8.1,20.56,7.2,13.51,2.13,1.47,4.58,3.1,3.51,2.52,13.88,3.355,2.285,
11,4,227332.97,2016,04-11-2016,56.85,7.65,24.4,8.81,16.24,3.74,2.28,14.02,9.72,10.43,7.33,16.605,8.88,6,
11,5,203621.5,2016,05-11-2016,62.35,4.5,15.58,8.25,11.46,9.02,5.66,12.88,10.29,10.85,8.07,11.915,10.95,7.975,
11,6,193869.85,2016,06-11-2016,66.45,8.12,19.78,9.31,14.34,5.11,3.34,9.83,7.3,7.84,5.39,14.545,7.47,5.32,
11,7,232460.68,2016,07-11-2016,65.77,9.38,21.27,10.3,15.8,4.37,3.24,13.34,9.59,8.45,5.99,15.785,8.855,6.415,
11,8,235589.19,2016,08-11-2016,68.04,6.45,17.68,7.85,12.2,3.98,2.75,5.76,4.55,4.78,3.72,12.765,4.87,3.65,
11,9,244262.23,2016,09-11-2016,71.94,7.64,18.74,7.74,12.54,2.68,2.54,6.28,5.19,4.35,3.41,13.24,4.48,3.865,
11,10,245269.06,2016,10-11-2016,70.11,7.34,18.26,8.38,12.62,3.09,2.48,5.74,4.71,4.22,3.22,13.32,4.415,3.595,
11,11,235907.77,2016,11-11-2016,68.52,8.49,22.38,7.02,14.25,0.53,0.89,5.61,4.89,3.02,2.49,14.7,3.07,2.89,
11,12,199814.64,2016,12-11-2016,71.56,10.87,22.41,11.33,16.1,3.94,2.15,12.91,9.89,8.85,6.32,16.87,8.425,6.02,
11,13,193611.85,2016,13-11-2016,81.73,9.17,15.82,10.02,12.22,3.27,2.57,11.06,8.7,8.66,6.52,12.92,7.165,5.635,
11,14,233634.3,2016,14-11-2016,75.06,7.91,16.07,9.48,12.25,6.52,3.85,11.43,9.1,9.55,7.36,12.775,8.975,6.475,
11,15,239811.18,2016,15-11-2016,75.94,9.29,19.06,8.34,13.45,4.86,2.8,6.73,5.65,5.91,4.24,13.7,5.795,4.225,
11,16,244293.32,2016,16-11-2016,74.7,10.27,21.09,9.99,14.71,2.44,1.85,5.05,3.23,3.51,2.53,15.54,3.745,2.54,
11,17,244929.29,2016,17-11-2016,55.81,10.92,28.26,9.89,20.04,2.69,1.73,10.99,8.32,8.17,5.35,19.075,6.84,5.025,
11,18,242882.1,2016,18-11-2016,74.46,11.94,21.49,10.81,16.53,1.83,1.71,6.13,4.71,4.07,3.13,16.15,3.98,3.21,
11,19,213737,2016,19-11-2016,63.26,8.06,22.42,9.26,15.02,3.09,2.47,5.3,3.81,3.95,3.13,15.84,4.195,3.14,
11,20,224196.67,2016,20-11-2016,56.54,11.89,31.69,10.32,21.07,1.62,1.39,8.63,5.3,4.33,2.93,21.005,5.125,3.345,
11,21,277363.63,2016,21-11-2016,59.39,15.9,32.87,16.92,24.37,4.91,2.8,13.39,9.75,9.88,6.97,24.895,9.15,6.275,
11,22,253235.44,2016,22-11-2016,84.37,11.26,15.37,11.26,13.9,0.97,0.82,5.07,4.06,2.7,2.19,13.315,3.02,2.44,
11,23,236238.02,2016,23-11-2016,73.84,7.02,14.74,9.3,11.67,3.15,2.26,9.8,8.17,7.28,5.67,12.02,6.475,5.215,
11,24,240617.09,2016,24-11-2016,68.46,7.08,18.45,8.99,12.8,5.74,3.28,7.18,6.11,6.65,5.06,13.72,6.46,4.695,
11,25,232023.13,2016,25-11-2016,67.22,6.65,17.08,8.74,12.57,5.74,3.57,8.3,6.77,7.29,5.43,12.91,7.02,5.17,
11,26,209400.11,2016,26-11-2016,70.57,8.05,18.17,9.4,13.27,5.64,3.29,7.37,6.19,6.6,4.98,13.785,6.505,4.74,
11,27,205437.8,2016,27-11-2016,74.05,9.21,19.3,9.46,13.78,3.82,2.62,5.52,4.44,4.59,3.62,14.38,4.67,3.53,
11,28,237332.74,2016,28-11-2016,69.13,9.21,21.73,10.58,14.83,2.18,2.02,4.88,4.43,3.63,2.91,16.155,3.53,3.225,
11,29,238338.34,2016,29-11-2016,67.51,9.13,22.65,10.56,15.09,1.52,1.76,6.38,5.56,3.83,3.24,16.605,3.95,3.66,
11,30,242135.18,2016,30-11-2016,75.41,10.45,20.54,10.31,14.76,3.96,2.72,5.66,4.62,4.79,3.93,15.425,4.81,3.67,
12,1,221159.56,2016,01-12-2016,61.64,9.58,25.5,11.27,17.04,0.98,0.93,4.57,2.99,2.96,2.11,18.385,2.775,1.96,
12,2,218636.71,2016,02-12-2016,64.49,8.64,21.86,9.9,15.34,3.12,2.07,7.13,5.54,4.59,3.7,15.88,5.125,3.805,
12,3,197798.99,2016,03-12-2016,57.77,7.44,24.61,8.96,15.78,0.93,0.99,5.84,4.32,3.54,2.68,16.785,3.385,2.655,
12,4,194600.72,2016,04-12-2016,62,13.65,32.45,11.52,21.63,2.43,1.58,12.05,8.67,8.04,5.66,21.985,7.24,5.125,
12,5,219340,2016,05-12-2016,64.96,10.97,23.32,11.91,18.26,4.79,3.46,10.44,7.33,6.55,5.32,17.615,7.615,5.395,
12,6,222456.12,2016,06-12-2016,61.15,7.63,21.97,10.31,15.08,3.09,2.07,5.54,4.93,4.1,3.27,16.14,4.315,3.5,
12,7,225476.16,2016,07-12-2016,45.1,6.11,27.15,9.61,18.45,0.75,0.67,10.52,6.16,3.83,2.43,18.38,5.635,3.415,
12,8,210891.3,2016,08-12-2016,57.87,8.83,22.62,10.21,17.33,10.38,7.06,15.28,11.45,12.79,9.63,16.415,12.83,9.255,
12,9,211328.18,2016,09-12-2016,64.94,6.12,17.03,8.33,12.56,4.92,2.94,10.24,8.22,8.31,6.42,12.68,7.58,5.58,
12,10,197245.73,2016,10-12-2016,63.83,7.68,20.95,9.16,14.45,2.29,2.15,6.36,5.67,4.41,3.44,15.055,4.325,3.91,
12,11,187346.38,2016,11-12-2016,64.09,8.34,21.63,10.27,15.07,3.12,2.51,5.95,5.06,4.47,3.53,15.95,4.535,3.785,
12,12,240780.22,2016,12-12-2016,42.62,7.68,31.32,9.34,21.03,2.1,1.43,8.58,5.31,4.99,3.38,20.33,5.34,3.37,
12,13,257663.3,2016,13-12-2016,39.39,9.45,33.12,17.74,24.65,5.96,3.12,16.43,11.82,10.87,7.13,25.43,11.195,7.47,
12,14,222847.53,2016,14-12-2016,56.55,6.88,20.62,10.87,15.9,6.69,3.88,8.7,6.66,7.46,5.83,15.745,7.695,5.27,
12,15,214144.72,2016,15-12-2016,58.15,5.86,19.73,9.99,14.01,5.85,3.96,7.36,6.78,6.83,5.52,14.86,6.605,5.37,
12,16,227396.12,2016,16-12-2016,67.06,11.37,25.1,9.3,17.76,1.48,0.98,5.51,4.09,3.54,2.49,17.2,3.495,2.535,
12,17,180454.96,2016,17-12-2016,58.3,6.24,19.93,9.33,15.01,3.21,1.98,11.51,9.72,8.25,6.36,14.63,7.36,5.85,
12,18,181822.17,2016,18-12-2016,55.68,4.13,18.74,7.54,12.86,4.42,2.62,6.46,5.78,5.76,4.37,13.14,5.44,4.2,
12,19,218520.61,2016,19-12-2016,38.88,4.5,27.78,8.37,19.01,1.33,0.91,11.3,8.7,7.9,5.48,18.075,6.315,4.805,
12,20,212902.51,2016,20-12-2016,55.34,7.93,22.22,12.4,17.23,3.96,2.62,10.25,6.7,6.41,4.72,17.31,7.105,4.66,
12,21,208779.02,2016,21-12-2016,64.61,8.54,20.62,10.22,15.16,5.8,3.61,7.47,6.22,6.65,5.23,15.42,6.635,4.915,
12,22,211026.47,2016,22-12-2016,65.53,10.1,23.41,11.51,16.58,4.37,3,6.22,5.7,5.38,4.38,17.46,5.295,4.35,
12,23,224495.89,2016,23-12-2016,49.99,10.21,32.49,11.12,21.22,0.53,0.5,4.49,3.4,2.89,2.1,21.805,2.51,1.95,
12,24,229687.75,2016,24-12-2016,41.17,11.3,34.57,16.46,25.65,0.31,0.27,7.14,5.75,4.13,3.01,25.515,3.725,3.01,
12,25,228936.34,2016,25-12-2016,43.02,12.59,34.66,16.09,26.22,0.77,0.57,10.01,6.11,6.08,4.2,25.375,5.39,3.34,
12,26,212569.66,2016,26-12-2016,62.56,14.47,26.1,16.3,22.01,1.66,1.87,10.27,7.16,5.68,4.15,21.2,5.965,4.515,
12,27,199402.86,2016,27-12-2016,75.16,17.69,28.18,15.76,22.22,1.07,0.95,7.34,4.69,4.36,3.12,21.97,4.205,2.82,
12,28,247387.04,2016,28-12-2016,56.76,17.69,32.4,21.93,27.09,3.1,1.39,18.82,14.18,11.6,7.85,27.165,10.96,7.785,
12,29,271143.59,2016,29-12-2016,71.27,20.65,33.36,21.08,26.31,1.63,0.82,8.78,6.76,4.97,3.5,27.22,5.205,3.79,
